clip_id,frame_number,timestamp,height,width,top,left,label_category_attr:occlusion,object-id,object-name
cztiry5mcb65zibm,180,6.006,70.0,21.0,492.0,1206.0,not-occluded,d8c9a540-a24c-11eb-a4a7-5ff960a490c4,pedestrian:6
cztiry5mcb65zibm,210,7.007000000000001,79.0,31.0,500.0,1314.0,not-occluded,d5e019e0-a24c-11eb-a4a7-5ff960a490c4,pedestrian:5
cztiry5mcb65zibm,210,7.007000000000001,93.0,26.0,488.0,1283.0,not-occluded,d8c9a540-a24c-11eb-a4a7-5ff960a490c4,pedestrian:6
cztiry5mcb65zibm,210,7.007000000000001,63.0,22.0,518.0,1260.0,not-occluded,f6be1a40-a24c-11eb-a4a7-5ff960a490c4,pedestrian:7
cztiry5mcb65zibm,240,8.008,112.0,51.0,484.0,1482.0,partial,d5e019e0-a24c-11eb-a4a7-5ff960a490c4,pedestrian:5
cztiry5mcb65zibm,240,8.008,141.0,41.0,463.0,1441.0,not-occluded,d8c9a540-a24c-11eb-a4a7-5ff960a490c4,pedestrian:6
cztiry5mcb65zibm,240,8.008,94.0,26.0,513.0,1412.0,not-occluded,f6be1a40-a24c-11eb-a4a7-5ff960a490c4,pedestrian:7
cxcr5yfv328j879y,90,3.003,71.0,28.0,495.0,1017.0,not-occluded,bd6c4d00-a398-11eb-afc4-a97d3724722e,pedestrian:1
cxcr5yfv328j879y,120,4.004,91.0,39.0,457.0,674.0,not-occluded,bd6c4d00-a398-11eb-afc4-a97d3724722e,pedestrian:1
c7lnsi1m0g1nq9c0,30,1.0,54.0,21.0,505.0,840.0,not-occluded,52e54cc0-2895-11ec-b9d3-a37dfcf0c709,pedestrian:19
c7lnsi1m0g1nq9c0,60,2.0,73.0,35.0,489.0,921.0,not-occluded,57d92710-2895-11ec-b9d3-a37dfcf0c709,pedestrian:20
c7lnsi1m0g1nq9c0,60,2.0,39.0,24.0,524.0,411.0,partial,5c361890-2895-11ec-b9d3-a37dfcf0c709,pedestrian:21
c7lnsi1m0g1nq9c0,90,3.0,99.0,45.0,484.0,1052.0,not-occluded,005e6b80-74a9-4a4f-b5b4-693767db64bc,vehicle:2
c7lnsi1m0g1nq9c0,90,3.0,41.0,23.0,517.0,424.0,not-occluded,6586e460-2895-11ec-b9d3-a37dfcf0c709,pedestrian:22
c7lnsi1m0g1nq9c0,120,4.0,216.0,106.0,443.0,1371.0,not-occluded,005e6b80-74a9-4a4f-b5b4-693767db64bc,vehicle:2
c7lnsi1m0g1nq9c0,150,5.0,53.0,24.0,521.0,462.0,not-occluded,7523ee90-2895-11ec-b9d3-a37dfcf0c709,pedestrian:23
c7lnsi1m0g1nq9c0,180,6.0,62.0,31.0,515.0,449.0,not-occluded,7ab0ad80-2895-11ec-b9d3-a37dfcf0c709,pedestrian:24
c7lnsi1m0g1nq9c0,210,7.0,76.0,37.0,511.0,374.0,not-occluded,85657620-2895-11ec-b9d3-a37dfcf0c709,pedestrian:25
c7lnsi1m0g1nq9c0,240,8.0,96.0,45.0,500.0,170.0,not-occluded,f9cec495-d884-4001-b12e-3143076783da,vehicle:14
cirq3mb6f6frve7r,0,0.0,44.0,23.0,451.0,1214.0,not-occluded,53c46120-28a0-11ec-9fc5-6d6f58157527,pedestrian:19
cirq3mb6f6frve7r,30,1.0,44.0,23.0,451.0,1214.0,not-occluded,53c46120-28a0-11ec-9fc5-6d6f58157527,pedestrian:19
cirq3mb6f6frve7r,60,2.0,42.0,21.0,430.0,1797.0,,78eb44da-e7ee-4c78-b9c0-918c5ee07b13,vehicle:2
cirq3mb6f6frve7r,60,2.0,31.0,16.0,444.0,564.0,,a1b1ef26-e874-4eda-ac18-86124799cbcd,vehicle:1
cirq3mb6f6frve7r,60,2.0,44.0,23.0,451.0,1214.0,not-occluded,53c46120-28a0-11ec-9fc5-6d6f58157527,pedestrian:19
cirq3mb6f6frve7r,90,3.0,44.0,23.0,451.0,1214.0,not-occluded,53c46120-28a0-11ec-9fc5-6d6f58157527,pedestrian:19
cirq3mb6f6frve7r,120,4.0,44.0,23.0,451.0,1214.0,not-occluded,53c46120-28a0-11ec-9fc5-6d6f58157527,pedestrian:19
cirq3mb6f6frve7r,150,5.0,44.0,23.0,451.0,1215.0,not-occluded,53c46120-28a0-11ec-9fc5-6d6f58157527,pedestrian:19
cirq3mb6f6frve7r,180,6.0,45.0,23.0,451.0,1214.0,not-occluded,53c46120-28a0-11ec-9fc5-6d6f58157527,pedestrian:19
cirq3mb6f6frve7r,210,7.0,47.0,24.0,450.0,1214.0,not-occluded,53c46120-28a0-11ec-9fc5-6d6f58157527,pedestrian:19
cirq3mb6f6frve7r,240,8.0,47.0,24.0,453.0,1217.0,not-occluded,53c46120-28a0-11ec-9fc5-6d6f58157527,pedestrian:19
cirq3mb6f6frve7r,270,9.0,47.0,24.0,455.0,1224.0,partial,53c46120-28a0-11ec-9fc5-6d6f58157527,pedestrian:19
ckc97nohda82f6nv,180,6.006,308.0,127.0,429.0,1773.0,not-occluded,71fba870-997a-11eb-b3fd-1d2f14fc5f2c,pedestrian:1
ckc97nohda82f6nv,210,7.007000000000001,238.0,93.0,460.0,1624.0,not-occluded,71fba870-997a-11eb-b3fd-1d2f14fc5f2c,pedestrian:1
ckc97nohda82f6nv,240,8.008,200.0,79.0,464.0,1512.0,not-occluded,71fba870-997a-11eb-b3fd-1d2f14fc5f2c,pedestrian:1
ckc97nohda82f6nv,270,9.009,175.0,74.0,468.0,1435.0,not-occluded,71fba870-997a-11eb-b3fd-1d2f14fc5f2c,pedestrian:1
ccwvanq897y62wmo,0,0.0,51.0,27.0,521.0,549.0,not-occluded,848dd939-6951-4c54-9aac-f3d5f35a7544,vehicle:1
ccwvanq897y62wmo,0,0.0,50.0,25.0,504.0,1079.0,not-occluded,58ec5780-14db-11ec-ae34-cbf89fa4fa61,pedestrian:49
ccwvanq897y62wmo,0,0.0,62.0,26.0,499.0,1107.0,not-occluded,5c6132f0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:50
ccwvanq897y62wmo,0,0.0,71.0,22.0,495.0,1148.0,not-occluded,5f872b10-14db-11ec-ae34-cbf89fa4fa61,pedestrian:51
ccwvanq897y62wmo,0,0.0,66.0,20.0,497.0,1164.0,not-occluded,632b53e0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:52
ccwvanq897y62wmo,0,0.0,48.0,19.0,495.0,1196.0,not-occluded,67d490a0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:53
ccwvanq897y62wmo,0,0.0,46.0,17.0,497.0,1213.0,major,6aa256a0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:54
ccwvanq897y62wmo,30,1.0,50.0,26.0,520.0,548.0,not-occluded,848dd939-6951-4c54-9aac-f3d5f35a7544,vehicle:1
ccwvanq897y62wmo,30,1.0,46.0,17.0,497.0,1213.0,major,6aa256a0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:54
ccwvanq897y62wmo,30,1.0,48.0,24.0,502.0,1113.0,partial,58ec5780-14db-11ec-ae34-cbf89fa4fa61,pedestrian:49
ccwvanq897y62wmo,30,1.0,66.0,25.0,499.0,1120.0,not-occluded,5c6132f0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:50
ccwvanq897y62wmo,30,1.0,71.0,22.0,494.0,1163.0,not-occluded,5f872b10-14db-11ec-ae34-cbf89fa4fa61,pedestrian:51
ccwvanq897y62wmo,30,1.0,66.0,20.0,497.0,1178.0,not-occluded,632b53e0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:52
ccwvanq897y62wmo,30,1.0,48.0,19.0,495.0,1196.0,not-occluded,67d490a0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:53
ccwvanq897y62wmo,60,2.0,47.0,24.0,524.0,577.0,not-occluded,f93df077-8f97-4cf2-bdaf-3a9fec887349,vehicle:4
ccwvanq897y62wmo,60,2.0,46.0,17.0,497.0,1213.0,major,6aa256a0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:54
ccwvanq897y62wmo,60,2.0,67.0,26.0,500.0,1130.0,not-occluded,5c6132f0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:50
ccwvanq897y62wmo,60,2.0,74.0,23.0,492.0,1179.0,not-occluded,5f872b10-14db-11ec-ae34-cbf89fa4fa61,pedestrian:51
ccwvanq897y62wmo,60,2.0,71.0,19.0,498.0,1195.0,not-occluded,632b53e0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:52
ccwvanq897y62wmo,60,2.0,57.0,27.0,499.0,1026.0,partial,8c461800-14db-11ec-ae34-cbf89fa4fa61,pedestrian:55
ccwvanq897y62wmo,90,3.0,51.0,25.0,518.0,289.0,not-occluded,2b0c09c1-b0c0-43f1-9b29-4b8c9f86bc24,vehicle:7
ccwvanq897y62wmo,90,3.0,74.0,25.0,496.0,1132.0,not-occluded,5c6132f0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:50
ccwvanq897y62wmo,90,3.0,74.0,23.0,493.0,1195.0,not-occluded,5f872b10-14db-11ec-ae34-cbf89fa4fa61,pedestrian:51
ccwvanq897y62wmo,90,3.0,71.0,19.0,500.0,1213.0,not-occluded,632b53e0-14db-11ec-ae34-cbf89fa4fa61,pedestrian:52
ccwvanq897y62wmo,90,3.0,57.0,17.0,501.0,1032.0,partial,8c461800-14db-11ec-ae34-cbf89fa4fa61,pedestrian:55
ccwvanq897y62wmo,90,3.0,58.0,23.0,499.0,1047.0,not-occluded,9de86810-14db-11ec-ae34-cbf89fa4fa61,pedestrian:56
ccwvanq897y62wmo,120,4.0,224.0,109.0,445.0,1726.0,major,3a66a1c8-f0a1-4aae-a34b-7f8fe6dc990b,vehicle:14
